Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount ,Order Total,Shipping Cost,Total
5049-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2015-10-24,1.09,2.60,1.51,1,8,0%,0.63,7.24,2.40,10
5049-1,2013-05-29,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Office Shears by Apex,Technology,Jumbo Drum,Delivery Truck,2013-05-29,0.94,2.08,1.14,13,8,4%,0.17,8.15,2.56,11
5050-1,2016-09-06,Benjamin Patterson,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Consumer,Natasha Song,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2016-09-08,54.29,90.48,36.19,46,6480,4%,68.84,5365.38,19.99,5400
5050-1,2013-04-19,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Express Air,2013-04-20,5.33,8.60,3.27,25,310,10%,18.58,291.02,6.19,297
5050-1,2013-07-30,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2013-07-31,10.07,15.98,5.91,38,859,3%,57.59,817.53,4.00,824
5051-1,2013-03-27,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2013-03-27,3.32,5.18,1.86,41,147,8%,8.68,126.76,2.04,124
5051-1,2014-06-23,Frank Hawley,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2014-06-23,6.39,19.98,13.59,36,123,5%,11.54,120.74,4.00,122
5052-1,2014-03-06,Delfina Latchford,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2014-03-07,1.84,2.88,1.04,7,499,4%,39.85,455.50,0.99,456
5055-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,2016-11-16,13.88,22.38,8.50,30,135,8%,0.00,138.44,15.10,142
5055-1,2013-09-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths Premium Bright 1-Pary Blumk Carr Poncils,Technology,Small Box,Regular Air,2013-08-13,1.59,3.28,1.71,1,356,0%,0.00,356.12,0.98,362
5055-1,2015-05-22,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2015-05-24,4.79,11.97,7.18,12,366,2%,0.00,356.12,5.81,362
5055-1,2014-02-23,Erica Hackney,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2014-02-26,1.53,2.78,1.25,25,357,7%,0.00,356.12,1.34,362
5055-1,2013-09-18,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2013-09-25,1.53,2.78,1.25,23,356,2%,0.00,356.12,1.34,362
5055-1,2013-04-27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Technology,Large Box,Regular Air,2013-04-28,12.39,19.98,7.59,16,356,0%,0.00,356.12,5.77,362
5055-1,2014-03-27,Miran Bettner,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,2014-04-03,12.39,19.98,7.59,32,356,10%,0.00,356.12,5.77,362
5055-1,2013-04-26,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-04-26,4.79,11.97,7.18,39,356,8%,0.00,356.12,5.81,362
5055-1,2013-04-23,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-04-25,4.79,11.97,7.18,43,356,3%,0.00,356.12,5.81,362
5055-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016-04-03,3.65,5.98,2.33,12,56,10%,2.52,53.28,1.49,53
5055-1,2013-04-27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths Premium Bright 1-Part Envelopes,Office Supplies,Small Box,Regular Air,2013-04-28,2.25,3.69,1.44,29,356,3%,0.00,356.12,2.50,362
5056-1,2014-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,2014-05-09,1.09,1.82,0.73,2,54,3%,2.04,52.72,1.00,53
5056-1,2014-02-24,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 474 Labels,Furniture,Large Box,Regular Air,2014-02-25,1.84,2.88,1.04,2,55,7%,0.91,54.33,0.99,54
5058-1,2017-02-02,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,2017-02-04,13.64,20.98,7.34,49,806,7%,43.57,851.97,1.49,894
5058-1,2013-04-20,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-04-22,3.52,5.68,2.16,33,136,4%,1.28,127.16,1.39,129
5059-1,2015-04-08,Carol Triggs,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015-04-09,3.32,5.18,1.86,7,450,7%,4.48,442.84,2.04,429
5059-1,2013-03-26,Mick Brown,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,2013-03-28,3.32,5.18,1.86,8,139,9%,4.31,132.65,2.04,133
5059-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2014-04-05,2.29,3.69,1.40,47,161,3%,1.61,158.93,0.50,160
5059-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015-05-31,5.33,8.60,3.27,32,61,3%,4.84,56.90,6.19,60
5059-1,2014-05-03,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan 477 Labels,Technology,Medium Box,Regular Air,2014-05-05,3.14,4.91,1.77,25,176,5%,19.61,158.93,0.50,160
5059-1,2013-04-28,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013-04-28,6.39,19.98,13.59,45,140,4%,1.40,138.46,4.00,142
5059-1,2015-06-27,Arianne Irving,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,2015-06-27,2.29,3.58,1.29,37,151,6%,9.12,127.56,1.63,130
5059-1,2013-12-08,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2013-12-08,4.46,10.89,6.43,10,163,1%,3.76,158.56,4.50,170
5059-1,2015-06-24,Beth Paige,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015-06-25,1.84,2.88,1.04,37,166,4%,5.40,158.96,0.99,170
5059-1,2015-02-03,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2015-02-15,1.92,3.26,1.34,35,151,3%,1.51,149.75,1.86,141
5059-2,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2015-01-21,3.32,5.18,1.86,41,53,8%,1.19,52.93,2.04,53
5060-1,2013-04-27,Noah Childs,"165 Oxford Street,Darlinghurst",Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2013-04-28,1.18,1.88,0.70,42,36,0%,0.00,35.96,1.49,40
5060-1,2013-05-05,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-05-10,10.07,15.98,5.91,50,538,9%,58.19,522.39,4.00,540
5060-1,2015-06-27,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-06-29,2.31,3.78,1.47,38,13,6%,0.13,13.13,0.71,15
5062-1,2013-04-30,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2013-05-02,10.07,15.98,5.91,31,623,0%,56.09,567.13,4.00,571
5062-1,2015-03-04,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-03-06,1.60,2.62,1.02,25,66,10%,3.97,64.95,0.80,69
5063-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014-02-20,4.53,7.30,2.77,37,78,4%,2.52,74.94,7.72,72
5064-1,2013-05-02,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2013-05-03,5.33,8.60,3.27,23,600,5%,59.98,539.78,6.19,543
5064-1,2013-05-02,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,2013-05-02,36.02,58.10,22.08,9,600,3%,59.98,539.78,1.49,543
5064-1,2015-08-14,Jiner Carlon,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015-08-15,5.33,8.60,3.27,13,433,2%,12.04,420.84,6.19,418
5064-1,2013-10-11,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2013-10-12,2.74,4.49,1.75,38,48,9%,2.47,45.34,1.49,47
5064-1,2013-05-02,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Arch Ring Binders,Technology,Jumbo Drum,Delivery Truck,2013-05-03,36.02,58.10,22.08,15,600,4%,59.98,539.78,1.49,543
5064-1,2013-05-02,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-05-03,1.94,3.08,1.14,19,600,10%,59.98,532.78,0.99,543
5065-1,2013-06-20,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-06-22,1.84,2.88,1.04,2,57,7%,1.20,53.04,0.99,59
5066-1,2013-05-02,Troy Staebel,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,2013-05-03,16.85,27.18,10.33,26,1357,8%,67.86,1289.34,8.33,1309
5068-1,2013-07-30,Panelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths Standard Envelopes,Technology,Small Pack,Express Air,2013-07-31,3.52,5.68,2.16,8,114,10%,7.95,105.65,1.39,107
5068-1,2013-05-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2013-05-03,8.82,20.99,12.17,12,579,0%,0.00,538.30,4.81,599
5069-1,2013-02-11,Biman Radorston,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Paper Clips,Office Supplies,Small Box,Regular Air,2013-02-12,1.53,2.47,0.94,42,120,5%,4.89,116.37,1.02,120
5070-1,2014-10-29,Mike Gockenbach,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2014-10-21,3.52,5.68,2.16,29,91,3%,5.65,87.49,1.39,88
5070-1,2013-07-30,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,Technology,Small Box,Express Air,2013-07-31,5.50,12.22,6.72,27,432,10%,58.53,392.63,2.85,400
5071-1,2013-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-05-09,2.45,3.89,1.44,5,91,7%,5.37,85.73,7.01,89
5071-1,2013-10-04,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Consumer,Charlie Bui,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,2013-10-05,2.87,6.84,3.97,43,231,6%,6.75,213.83,4.42,214
5071-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2014-04-05,2.25,3.69,1.44,25,137,10%,5.21,122.73,2.50,123
5071-1,2015-07-18,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2015-07-20,3.40,5.40,2.00,47,81,3%,18.25,88.11,7.78,80
5072-1,2014-06-08,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2014-06-10,2.18,3.52,1.34,18,93,1%,9.65,88.09,6.83,88
5075-1,2013-05-05,Dave Kipp,"222 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2013-05-10,10.07,15.98,5.91,49,543,5%,54.33,488.99,4.00,493
5075-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,2013-05-06,10.07,15.98,5.91,7,543,3%,54.33,488.99,4.00,493
5076-1,2013-08-01,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Low,Smiths File Caddy,Office Supplies,Wrap Bag,Regular Air,2013-08-02,4.03,9.38,5.35,23,273,9%,4.76,261.79,7.28,264
5076-1,2013-09-11,Pauline Webber,"79 Elliott St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2013-09-21,3.52,5.68,2.16,33,519,8%,4.35,512.69,1.39,524
5076-1,2013-03-07,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,2013-03-10,1.19,1.98,0.79,43,58,1%,3.42,53.58,4.77,54
5077-1,2013-03-26,Mick Brown,"324A King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-03-28,2.50,5.68,3.18,46,133,4%,4.00,129.44,3.60,132
5078-1,2013-05-31,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-05-31,3.42,8.34,4.92,44,284,7%,2.35,264.59,2.64,264
5078-1,2014-12-27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-12-29,3.52,5.68,2.16,16,125,10%,3.15,126.71,1.39,129
5079-1,2014-05-19,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,High,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2014-05-19,1.09,2.60,1.51,10,155,4%,9.40,146.78,2.40,150
5079-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014-01-17,2.26,3.58,1.32,4,152,9%,12.52,122.78,5.47,125
5080-1,2015-05-01,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015-05-02,2.26,3.58,1.32,42,381,6%,22.52,259.99,5.47,244
5083-1,2013-05-14,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-05-15,54.52,100.97,46.45,42,1515,1%,151.46,1363.10,7.18,1370
5083-1,2013-05-10,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-05-11,54.52,100.97,46.45,34,1515,7%,151.46,1363.10,7.18,1370
5083-1,2014-02-03,Mathew Reese,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014-02-04,54.52,100.97,46.45,23,1515,7%,121.26,1363.10,7.18,1370
5083-1,2013-06-18,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Binder Posts,Technology,Jumbo Drum,Delivery Truck,2013-06-20,3.50,5.74,2.24,13,57,4%,3.42,53.58,5.01,49
5084-1,2013-05-13,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2013-05-15,2.52,4.00,1.48,35,76,4%,6.84,69.16,1.30,70
5084-1,2013-05-13,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2013-05-15,2.52,4.00,1.48,36,76,3%,6.84,69.16,1.30,70
5086-1,2015-05-06,Michelle Lonsdale,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Smiths Colored Bar Computer Paper,Office Supplies,Wrap Bag,Regular Air,2015-05-08,21.97,35.44,13.47,40,582,3%,58.19,523.69,4.92,539
5086-1,2013-05-14,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2013-05-15,13.88,22.38,8.50,48,582,10%,58.19,523.69,15.10,539
5087-1,2013-05-14,Scot Wooten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2013-05-16,21.56,36.55,14.99,16,1645,10%,164.48,1480.28,13.89,1494
5087-1,2016-05-10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,High,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2016-05-12,156.50,300.97,144.47,42,6950,0%,513.98,6465.53,7.18,5591
5088-1,2015-05-18,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2015-05-18,10.07,15.98,5.91,23,580,2%,52.17,583.86,4.00,592
5089-1,2014-07-25,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014-07-27,156.50,300.97,144.47,48,4746,4%,144.48,4300.20,7.18,4311
5089-1,2015-08-10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2015-08-13,4.46,10.89,6.43,21,659,6%,18.88,630.98,4.50,636
5090-1,2015-02-04,David Smith,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2015-02-06,54.29,90.48,36.19,24,995,5%,39.81,955.47,19.99,975
5091-1,2014-01-14,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Steady Major Accent Highlighters,Technology,Large Box,Regular Air,2014-01-17,3.75,7.08,3.33,29,248,0%,14.75,125.77,2.35,124
5091-1,2013-05-10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Unpadded Memo Slips,Office Supplies,Small Box,Regular Air,2013-05-22,2.59,3.98,1.39,36,119,5%,9.95,106.55,2.97,110
5092-1,2013-02-26,Natalie Webber,"98-104 Parramatta Rd,Camperdown",Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2013-02-26,3.84,6.30,2.46,38,133,4%,12.35,127.73,0.50,112
5093-1,2013-02-11,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2013-02-12,3.75,7.08,3.33,39,193,3%,3.48,195.11,2.35,199
5093-1,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2015-01-21,3.32,5.18,1.86,22,46,7%,10.69,44.52,2.04,46
5094-1,2013-06-21,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2013-06-23,4.79,11.97,7.18,16,234,10%,7.63,221.53,5.81,226
5095-1,2013-07-24,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2013-07-26,1.84,2.88,1.04,35,53,6%,3.23,52.39,0.99,53
5095-1,2013-05-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Aluminum Document Frame,Office Supplies,Small Pack,Express Air,2013-05-21,5.50,12.22,6.72,30,428,3%,0.00,427.70,2.85,431
5095-1,2013-05-20,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,2013-05-21,5.50,12.22,6.72,8,428,7%,0.00,427.70,2.85,431
